name,Brand_name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Wagon R VXI BS IV,Maruti,2015,320000,40000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,Maruti,2006,100000,54000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi,Hyundai,2009,160000,90000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSIII,Maruti,2007,60000,52000,Petrol,Individual,Manual,First Owner
Tata Indigo LS,Tata,2012,100000,200000,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,Chevrolet,2016,350000,35000,Diesel,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ AWD,Renault,2017,700000,60000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2017,300000,31489,Petrol,Individual,Manual,First Owner
Hyundai i20 1.4 Asta Option,Hyundai,2018,830000,40000,Diesel,Individual,Manual,First Owner
Mahindra Quanto C6,Mahindra,2013,220000,110000,Diesel,Individual,Manual,First Owner
Tata Indigo LX Dicor,Tata,2009,130000,50000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Magna,Hyundai,2012,330000,44000,Petrol,Individual,Manual,First Owner
Honda City 1.5 S MT,Honda,2010,254999,90000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX VTVT (O),Hyundai,2014,600000,50000,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna,Hyundai,2012,210000,50000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo 1.1 LXI BSIII,Maruti,2007,120000,81366,Petrol,Individual,Manual,First Owner
Maruti Esteem Vxi - BSIII,Maruti,2006,95000,110000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2006,229999,300000,Diesel,Individual,Manual,First Owner
Hyundai Verna Transform VTVT,Hyundai,2010,229999,70000,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,2013,400000,100000,Diesel,Individual,Manual,First Owner
Maruti Gypsy King Hard Top Ambulance BSIV,Maruti,2005,300000,70000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Celebration Edition,Ford,2013,300000,50000,Diesel,Individual,Manual,First Owner
Ford Fiesta 1.4 SXi TDCi,Ford,2009,80000,180000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC,Maruti,2008,80000,50000,Petrol,Individual,Manual,Second Owner
Maruti Esteem Vxi,Maruti,2007,100000,90000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Quadrajet LS,Tata,2012,300000,110000,Diesel,Individual,Manual,First Owner
Maruti Baleno Zeta Automatic,Maruti,2018,700000,26000,Petrol,Individual,Automatic,First Owner
Maruti Vitara Brezza ZDi Plus,Maruti,2016,975000,65000,Diesel,Individual,Manual,First Owner
Chevrolet Captiva LT,Chevrolet,2009,500000,130000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,Renault,2013,550000,75000,Diesel,Individual,Manual,Second Owner
Nissan Terrano XV Premium 110 PS,Nissan,2014,550000,110000,Diesel,Individual,Manual,Second Owner
Maruti Alto K10 2010-2014 VXI,Maruti,2014,240000,50000,Petrol,Individual,Manual,First Owner
Maruti 800 Std,Maruti,1997,50000,80000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Aura 1.2 Safire,Tata,2009,120000,80000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Maruti,2013,900000,60000,Petrol,Individual,Manual,Second Owner
Honda City 1.5 V MT,Honda,2009,250000,90000,Petrol,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,Renault,2017,280000,36000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Terra Quadrajet 1.3L BS IV,Tata,2010,85000,87000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,Tata,2011,90000,80000,Diesel,Individual,Manual,First Owner
Chevrolet Enjoy TCDi LT 8 Seater,Chevrolet,2015,500000,50000,Diesel,Individual,Manual,First Owner
Maruti 800 Std,Maruti,2013,200000,60000,Petrol,Individual,Manual,First Owner
Renault KWID RXT,Renault,2015,250000,50000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2014,185000,40000,Diesel,Individual,Manual,Third Owner
Hyundai i10 Magna 1.1,Hyundai,2008,100000,60000,Petrol,Individual,Manual,Second Owner
Toyota Etios VXD,Toyota,2015,610000,55000,Diesel,Individual,Manual,First Owner
Mahindra Quanto C8,Mahindra,2012,290000,80000,Diesel,Individual,Manual,First Owner
Mahindra Xylo E9,Mahindra,2012,300000,295000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,Hyundai,2015,225000,80000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2017,320000,50000,Petrol,Individual,Manual,Second Owner
Tata Indigo CR4,Tata,2012,135000,158000,Diesel,Individual,Manual,Third Owner
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,2006,400000,400000,Diesel,Individual,Manual,Third Owner
Maruti Wagon R VXI BS IV,Maruti,2016,400000,25000,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,Hyundai,2017,570000,35000,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 Zeta BSIV,Maruti,2018,500000,12000,Petrol,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,Maruti,2015,130000,70000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,Tata,2018,360000,4000,Petrol,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,2017,530000,10832,Petrol,Dealer,Manual,First Owner
Hyundai i10 Era,Hyundai,2009,250000,50000,Petrol,Individual,Manual,First Owner
Nissan Sunny XL,Nissan,2016,600000,19495,Petrol,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL Plus,Renault,2013,570000,62668,Diesel,Dealer,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2013,850000,85710,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel EXI,Ford,2011,250000,55130,Diesel,Dealer,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,580000,63356,Diesel,Dealer,Manual,Second Owner
Toyota Fortuner 3.0 Diesel,Toyota,2012,1680000,129627,Diesel,Dealer,Manual,First Owner
Chevrolet Spark 1.0 LT,Chevrolet,2010,180000,15000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XE,Tata,2017,300000,50000,Petrol,Individual,Manual,First Owner
Toyota Etios Liva VX,Toyota,2012,269000,70000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI,Maruti,2018,231999,20000,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,Chevrolet,2011,150000,60000,Petrol,Individual,Manual,Third Owner
Hyundai Grand i10 Asta Option,Hyundai,2017,495000,5000,Petrol,Individual,Manual,First Owner
Maruti Ciaz VXi,Maruti,2014,700000,15000,Petrol,Individual,Manual,First Owner
Datsun GO Plus T BSIV,Datsun,2018,400000,4400,Petrol,Individual,Manual,Second Owner
Mahindra Xylo H4,Mahindra,2019,599000,15000,Diesel,Individual,Manual,Third Owner
Renault Duster 85PS Diesel RxL Optional,Renault,2013,421000,45000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Trend BSIV,Ford,2018,841000,1000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.1L,Hyundai,2014,295000,38500,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz,Hyundai,2011,220000,25000,Petrol,Individual,Manual,First Owner
Ford Classic 1.4 Duratorq LXI,Ford,2013,250000,35000,Diesel,Individual,Manual,First Owner
Toyota Fortuner 3.0 Diesel,Toyota,2009,1100000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 VTVT,Hyundai,2012,300000,40000,Petrol,Individual,Manual,First Owner
Chevrolet Aveo U-VA 1.2,Chevrolet,2007,80000,110000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,Chevrolet,2013,215000,20000,Diesel,Individual,Manual,Third Owner
Hyundai EON Magna Plus,Hyundai,2012,245000,14987,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2016,650000,25061,Diesel,Dealer,Manual,First Owner
Ford Ecosport 1.5 Diesel Titanium,Ford,2017,760000,42494,Diesel,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,Honda,2014,395000,44875,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel EXI,Ford,2014,280000,89741,Diesel,Dealer,Manual,Second Owner
Honda Jazz 1.5 S i DTEC,Honda,2016,495000,65000,Diesel,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,Honda,2016,525000,35000,Diesel,Dealer,Manual,First Owner
Toyota Innova 2.5 GX 8 STR BSIV,Toyota,2009,420000,347089,Diesel,Dealer,Manual,First Owner
Tata New Safari DICOR 2.2 VX 4x2,Tata,2010,210000,34500,Diesel,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,Hyundai,2018,650000,30000,Petrol,Individual,Manual,First Owner
BMW 3 Series 320d Luxury Line,BMW,2018,2300000,39000,Diesel,Individual,Automatic,First Owner
Ford Freestyle Titanium Plus Diesel BSIV,Ford,2019,525000,16000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,Maruti,2010,195000,80000,CNG,Individual,Manual,Second Owner
Maruti Ertiga SHVS VDI,Maruti,2016,650000,60000,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T6 Plus,Mahindra,2015,540000,110000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2014,180000,61000,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus ZLX,Mahindra,2017,750000,29000,Diesel,Individual,Manual,First Owner
Maruti Ertiga SHVS ZDI Plus,Maruti,2018,980000,50000,Diesel,Individual,Manual,First Owner
Fiat Grande Punto EVO 90HP 1.3 Sport,Fiat,2014,250000,90000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz AT,Hyundai,2018,550000,35000,Petrol,Individual,Automatic,First Owner
Volkswagen Vento 1.6 Highline,Volkswagen,2015,509999,43000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 LXI,Maruti,2017,320000,50000,Petrol,Individual,Manual,First Owner
Hyundai EON D Lite,Hyundai,2016,275000,25000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,Mahindra,2013,550000,222252,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI Minor,Maruti,2009,145000,50000,Petrol,Individual,Manual,Second Owner
Fiat Grande Punto Emotion 90Hp,Fiat,2013,250000,80000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,Hyundai,2012,520000,35000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,Maruti,2007,95000,85000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 V Diesel 7-seater,Toyota,2011,725000,110000,Diesel,Individual,Manual,Third Owner
Maruti 800 AC,Maruti,2006,55000,70000,Petrol,Individual,Manual,Second Owner
Honda City i DTEC VX,Honda,2014,600000,100000,Diesel,Individual,Manual,First Owner
Volkswagen Vento New Diesel Highline,Volkswagen,2013,330000,120000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2015,470000,89000,Diesel,Individual,Manual,First Owner
Maruti Swift ZDi,Maruti,2013,365000,120000,Diesel,Individual,Manual,First Owner
Hyundai EON Magna Plus,Hyundai,2013,250000,40000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,Maruti,2017,430000,17000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,Maruti,2013,400000,125000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire ZXI,Maruti,2015,615000,110000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,Ford,2011,150000,120000,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,Ford,2014,240000,90000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S10 7 Seater,Mahindra,2014,800000,90000,Diesel,Individual,Manual,First Owner
Hyundai EON LPG Magna Plus,Hyundai,2015,240000,110000,LPG,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,600000,87000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio LX,Mahindra,2014,800000,15000,Diesel,Individual,Manual,First Owner
Hyundai EON 1.0 Kappa Magna Plus,Hyundai,2015,160000,70000,Petrol,Individual,Manual,First Owner
Ford Fiesta Classic 1.6 Duratec CLXI,Ford,2012,350000,38000,Petrol,Individual,Manual,First Owner
Honda City 1.5 V MT,Honda,2011,300000,64000,Petrol,Individual,Manual,Second Owner
Tata Sumo Gold EX BSIII,Tata,2015,399000,55250,Diesel,Individual,Manual,First Owner
Mahindra Bolero DI,Mahindra,2011,300000,110000,Diesel,Individual,Manual,First Owner
Maruti A-Star AT VXI,Maruti,2012,150000,70000,Petrol,Individual,Automatic,First Owner
Chevrolet Cruze LTZ,Chevrolet,2010,320000,60000,Diesel,Individual,Manual,Third Owner
Tata Hexa XM,Tata,2018,1280000,17000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Renault,2017,300000,13000,Petrol,Individual,Manual,Second Owner
Nissan Terrano XL Plus ICC WT20 SE,Nissan,2016,1000000,60000,Diesel,Individual,Manual,First Owner
Mitsubishi Pajero Sport 4X4,Mitsubishi,2012,1090000,120000,Diesel,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 GX 4x2 BS IV,Tata,2012,450000,97000,Diesel,Individual,Manual,Second Owner
Tata Indica GLS BS IV,Tata,2007,60000,130000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire ZXI,Maruti,2013,500000,50000,Petrol,Individual,Manual,First Owner
Tata Indigo CR4,Tata,2012,200000,120000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Titanium,Ford,2015,650000,68000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,Maruti,2006,60000,100000,Petrol,Individual,Manual,Second Owner
Maruti Ertiga VDI,Maruti,2013,250999,80000,Diesel,Individual,Manual,First Owner
Hyundai Accent Executive CNG,Hyundai,2012,185000,67000,CNG,Dealer,Manual,Second Owner
Maruti Alto K10 VXI,Maruti,2015,155000,60000,Petrol,Individual,Manual,First Owner
Maruti Swift VXI,Maruti,2019,600000,5000,Petrol,Individual,Manual,First Owner
Renault KWID RXE,Renault,2016,300000,20000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 E Plus,Hyundai,2018,850000,12500,Petrol,Individual,Manual,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,Maruti,2019,470000,4000,CNG,Individual,Manual,First Owner
Ford Figo 1.2P Titanium MT,Ford,2019,600000,25000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2013,700000,70000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI DUO BSIII,Maruti,2007,70000,162000,LPG,Individual,Manual,First Owner
Toyota Fortuner 3.0 Diesel,Toyota,2010,1250000,205000,Diesel,Individual,Manual,Second Owner
Audi A6 2.8 FSI,Audi,2008,650000,70000,Petrol,Individual,Automatic,Third Owner
Hyundai Xcent 1.2 CRDi S,Hyundai,2018,450000,70000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W8 2WD,Mahindra,2014,750000,100000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2013,775000,70000,Diesel,Individual,Manual,Second Owner
Hyundai Santa Fe 4X4,Hyundai,2011,800000,220000,Diesel,Individual,Manual,First Owner
Honda Amaze E i-Vtech,Honda,2015,360000,80000,Petrol,Individual,Manual,Second Owner
Toyota Corolla Altis Diesel D4DG,Toyota,2010,250000,120000,Diesel,Individual,Manual,First Owner
Jeep Compass 2.0 Longitude Option BSIV,Jeep,2017,1490000,22038,Diesel,Individual,Manual,First Owner
Nissan Terrano XL 110 PS,Nissan,2013,600000,80000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,Maruti,2010,120000,90000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,Tata,2012,320000,140000,Diesel,Individual,Manual,Second Owner
Mahindra Thar 4X2,Mahindra,2011,400000,120000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,Maruti,2015,302000,60000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LT,Chevrolet,2011,130000,80000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire LXI Option,Maruti,2014,150000,60000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Aura Plus 1.3 Quadrajet,Tata,2012,200000,90000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 G1 BSIV,Toyota,2012,950000,80000,Diesel,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,Maruti,2008,120000,175000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W7 BSIV,Mahindra,2019,1400000,10000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Asta Option,Hyundai,2017,620000,65000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 GX 8 STR BSIV,Toyota,2012,449000,90000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,Maruti,2007,100000,70000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,600000,2500,Petrol,Individual,Manual,First Owner
Honda Amaze VX i-DTEC,Honda,2016,700000,35000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LT,Chevrolet,2012,250000,40000,Diesel,Individual,Manual,First Owner
Maruti Baleno RS 1.0 Petrol,Maruti,2018,550000,63000,Petrol,Individual,Manual,First Owner
Skoda Superb Ambition 2.0 TDI CR AT,Skoda,2013,675000,88000,Diesel,Dealer,Automatic,First Owner
Nissan Terrano XL Plus 85 PS,Nissan,2015,530000,55000,Diesel,Dealer,Manual,First Owner
Chevrolet Enjoy TCDi LT 7 Seater,Chevrolet,2014,325000,71014,Diesel,Dealer,Manual,First Owner
Renault Scala Diesel RxL,Renault,2015,370000,60000,Diesel,Dealer,Manual,First Owner
Skoda Rapid 1.5 TDI Ambition,Skoda,2014,360000,70000,Diesel,Individual,Manual,First Owner
Skoda Superb LK 1.8 TSI AT,Skoda,2012,650000,60000,Petrol,Dealer,Automatic,First Owner
Ford Fiesta 1.5 TDCi Titanium,Ford,2012,199000,92000,Diesel,Dealer,Manual,Third Owner
Mahindra Quanto C6,Mahindra,2014,285000,89126,Diesel,Individual,Manual,First Owner
Volkswagen Jetta 1.9 TDI Comfortline DSG,Volkswagen,2009,260000,134000,Diesel,Individual,Automatic,First Owner
Maruti Ciaz 1.4 AT Zeta,Maruti,2019,869999,15000,Petrol,Dealer,Automatic,First Owner
Hyundai Grand i10 1.2 CRDi Magna,Hyundai,2016,425000,42500,Diesel,Dealer,Manual,First Owner
Chevrolet Cruze LTZ AT,Chevrolet,2012,490000,42000,Diesel,Dealer,Automatic,First Owner
Mahindra XUV500 AT W8 FWD,Mahindra,2015,750000,70000,Diesel,Individual,Automatic,Second Owner
Honda City 1.5 EXI,Honda,2004,125000,110000,Petrol,Individual,Manual,Third Owner
Fiat Linea 1.3 Emotion,Fiat,2014,221000,131365,Diesel,Individual,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,2016,724000,48980,Diesel,Dealer,Automatic,First Owner
Honda Amaze VX AT i-Vtech,Honda,2014,440000,46000,Petrol,Dealer,Automatic,First Owner
Chevrolet Spark 1.0 LS,Chevrolet,2009,70000,60000,Petrol,Individual,Manual,Third Owner
Maruti Baleno Delta Diesel,Maruti,2015,511000,58000,Diesel,Dealer,Manual,First Owner
Maruti S-Cross Alpha DDiS 200 SH,Maruti,2016,790000,22000,Diesel,Dealer,Manual,First Owner
Hyundai i20 1.2 Asta Option,Hyundai,2017,640000,37000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GLS,Hyundai,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Beat Diesel LT,Chevrolet,2012,126000,98900,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,Chevrolet,2012,120000,125000,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T4 Plus,Mahindra,2017,650000,60000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 Asta,Hyundai,2014,450000,80000,Petrol,Individual,Manual,Second Owner
Maruti Zen Estilo LXI Green (CNG),Maruti,2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,2017,600000,40000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,Mahindra,2012,620000,80000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,600000,30000,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus ZLX,Mahindra,2018,795000,35000,Diesel,Individual,Manual,First Owner
Tata Winger Deluxe - Hi Roof (AC),Tata,2011,300000,180000,Diesel,Individual,Manual,Third Owner
Renault Lodgy 85PS RxL,Renault,2015,495000,60000,Diesel,Individual,Manual,First Owner
Audi A4 3.0 TDI Quattro,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
Audi Q3 2.0 TDI Quattro Premium Plus,Audi,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner
Tata Hexa XTA,Tata,2018,1350000,34000,Diesel,Individual,Automatic,First Owner
Mahindra Xylo D4,Mahindra,2014,350000,145000,Diesel,Individual,Manual,First Owner
Datsun RediGO AMT 1.0 S,Datsun,2018,300000,25000,Petrol,Individual,Automatic,First Owner
Tata Zest Revotron 1.2T XMS,Tata,2018,400000,54000,Petrol,Dealer,Manual,Second Owner
Audi A6 2.0 TDI  Design Edition,Audi,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner
Maruti Zen LX,Maruti,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Nissan Sunny XL D,Nissan,2018,500000,70000,Diesel,Individual,Manual,First Owner
Audi Q3 35 TDI Quattro Technology,Audi,2017,2575000,36000,Diesel,Dealer,Automatic,First Owner
Honda Brio VX,Honda,2014,345000,58000,Petrol,Dealer,Manual,First Owner
Tata Indigo CR4,Tata,2013,220000,100000,Diesel,Individual,Manual,First Owner
Audi Q5 2.0 TFSI Quattro Premium Plus,Audi,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2005,114999,90000,Petrol,Dealer,Manual,Second Owner
